Order_ID,Order_Date,Region,State,Category,Product,Quantity,Cost_Price,Selling_Price,Discount_Percentage,Final_Price,Profit,Revenue,Profit_Margin,Month,Year
100075,2024-09-29,East,Odisha,Electronics,Mobile,7,1550.35,1842.83,10,1658.55,757.4,11609.85,6.523770763618823,9,2024
100076,2023-06-22,North,Haryana,Office Supplies,Pen,8,2321.78,2578.63,10,2320.77,-8.08,18566.16,-0.04352003860787583,6,2023
100077,2023-11-28,South,Kerala,Clothing,Jacket,3,4969.96,6691.1,15,5687.44,2152.44,17062.32,12.615166050103385,11,2023
100078,2023-08-17,East,Bihar,Office Supplies,Printer,8,646.2,951.44,15,808.72,1300.16,6469.76,20.09595410030666,8,2023
100079,2024-10-25,East,West Bengal,Electronics,Mobile,7,3453.83,4140.88,10,3726.79,1910.72,26087.53,7.324265654893354,10,2024
100080,2023-06-27,South,Kerala,Home Appliances,Microwave,3,1270.84,1905.43,0,1905.43,1903.77,5716.29,33.304293519048194,6,2023
100081,2024-02-06,South,Tamil Nadu,Office Supplies,Notebook,8,266.99,294.9,5,280.16,105.36,2241.28,4.700885208452313,2,2024
100082,2024-09-21,North,Punjab,Furniture,Sofa,3,1832.55,2757.56,0,2757.56,2775.03,8272.68,33.544510364235045,9,2024
100083,2024-04-08,East,Bihar,Furniture,Chair,7,4667.22,5896.77,10,5307.09,4479.09,37149.630000000005,12.056889934031643,4,2024
100084,2024-09-03,East,Odisha,Office Supplies,Pen,1,2216.04,3273.81,0,3273.81,1057.77,3273.81,32.310060754900256,9,2024
100085,2023-03-14,Central,Madhya Pradesh,Furniture,Table,5,3380.68,4091.7,5,3887.11,2532.15,19435.55,13.028445297406044,3,2023
100086,2023-02-13,West,Gujarat,Clothing,Jeans,6,1674.19,2169.18,0,2169.18,2969.94,13015.079999999998,22.819222010160527,2,2023
100087,2023-03-22,South,Tamil Nadu,Clothing,Jeans,8,1837.45,2483.17,20,1986.54,1192.72,15892.32,7.505008708608939,3,2023
100088,2023-10-22,West,Maharashtra,Home Appliances,Fan,3,1697.95,1887.43,30,1321.2,-1130.25,3963.6000000000004,-28.515743263699665,10,2023
100089,2023-09-15,West,Maharashtra,Furniture,Sofa,5,2651.62,2978.55,10,2680.69,145.35,13403.45,1.0844222942600599,9,2023
100090,2024-12-16,South,Karnataka,Electronics,Laptop,8,2683.12,3619.47,0,3619.47,7490.8,28955.76,25.869809668266353,12,2024
100091,2023-01-14,South,Karnataka,Furniture,Table,4,1277.71,1439.87,10,1295.88,72.68,5183.52,1.4021360002469365,1,2023
100092,2024-02-16,South,Kerala,Office Supplies,Pen,7,530.42,777.75,20,622.2,642.46,4355.400000000001,14.750883960141433,2,2024
100093,2024-02-10,West,Rajasthan,Home Appliances,Fan,2,4851.06,5689.33,30,3982.53,-1737.06,7965.06,-21.80849861771286,2,2024
100094,2024-11-12,West,Gujarat,Electronics,Laptop,7,946.37,1121.34,20,897.07,-345.1,6279.490000000001,-5.495669234284949,11,2024
100095,2023-12-24,South,Karnataka,Furniture,Sofa,2,1251.93,1974.09,0,1974.09,1444.32,3948.18,36.58191875750346,12,2023
100096,2024-05-14,North,Haryana,Clothing,Jacket,4,4819.47,6190.36,15,5261.81,1769.36,21047.24,8.406612933572287,5,2024
100097,2024-06-07,North,Punjab,Office Supplies,Pen,8,386.12,472.78,0,472.78,693.28,3782.24,18.329878590464908,6,2024
100098,2024-11-10,Central,Chhattisgarh,Electronics,Headphones,1,4495.65,6794.68,15,5775.48,1279.83,5775.48,22.159716594984314,11,2024
100099,2024-12-03,South,Tamil Nadu,Furniture,Table,3,3510.68,4493.08,10,4043.77,1599.27,12131.31,13.182995076376747,12,2024
100100,2023-02-03,North,Delhi,Home Appliances,Fan,3,350.5,512.45,10,461.21,332.13,1383.6299999999999,24.004249691030118,2,2023
100101,2023-02-03,Central,Madhya Pradesh,Office Supplies,Printer,1,4991.43,7702.66,5,7317.53,2326.1,7317.53,31.78804869949286,2,2023
100102,2023-08-06,South,Kerala,Clothing,Jacket,7,3376.48,4751.85,20,3801.48,2975.0,26610.36,11.179856266506729,8,2023
100103,2024-06-01,Central,Chhattisgarh,Clothing,T-shirt,7,774.42,954.71,0,954.71,1262.03,6682.97,18.884268521331084,6,2024
100104,2024-01-28,West,Rajasthan,Office Supplies,Printer,2,3348.41,4048.92,0,4048.92,1401.02,8097.84,17.301156851703663,1,2024
100105,2023-12-08,Central,Chhattisgarh,Home Appliances,Fan,1,3621.89,5012.86,20,4010.29,388.4,4010.29,9.685085118532575,12,2023
100106,2024-04-04,West,Gujarat,Office Supplies,Pen,5,2663.46,3798.13,0,3798.13,5673.35,18990.65,29.874438210382475,4,2024
100107,2023-01-08,Central,Chhattisgarh,Clothing,T-shirt,6,1248.16,1376.81,15,1170.29,-467.22,7021.74,-6.653906296729871,1,2023
100108,2023-02-27,East,West Bengal,Clothing,T-shirt,3,963.51,1097.12,20,877.7,-257.43,2633.1000000000004,-9.776689073715392,2,2023
100109,2023-06-07,West,Rajasthan,Home Appliances,Microwave,3,3117.56,4502.32,15,3826.97,2128.23,11480.91,18.537119444364603,6,2023
100110,2023-11-26,South,Tamil Nadu,Electronics,Laptop,1,4448.13,6423.97,0,6423.97,1975.84,6423.97,30.75730428379958,11,2023
100111,2024-10-01,West,Rajasthan,Office Supplies,Notebook,1,701.89,999.95,10,899.95,198.06,899.95,22.00788932718484,10,2024
100112,2024-12-07,North,Delhi,Clothing,Jeans,5,742.26,990.84,15,842.21,499.75,4211.05,11.867586468932927,12,2024
100113,2023-09-02,South,Kerala,Furniture,Sofa,5,1880.16,2425.42,10,2182.88,1513.6,10914.400000000001,13.86791761342813,9,2023
100114,2023-08-10,Central,Madhya Pradesh,Furniture,Chair,4,2652.43,4052.6,5,3849.97,4790.16,15399.88,31.105177442941113,8,2023
100115,2024-02-22,West,Maharashtra,Electronics,Laptop,4,653.55,996.12,15,846.7,772.6,3386.8,22.812094012046767,2,2024
100116,2023-02-13,West,Maharashtra,Electronics,Laptop,2,4861.88,7610.68,15,6469.08,3214.4,12938.16,24.844336443512834,2,2023
100117,2024-05-29,East,Odisha,Furniture,Chair,6,4554.47,5940.17,0,5940.17,8314.2,35641.020000000004,23.327615202931902,5,2024
100118,2023-08-16,Central,Chhattisgarh,Clothing,Jacket,6,722.83,1033.85,5,982.16,1555.98,5892.96,26.404048220249248,8,2023
100119,2024-06-11,South,Tamil Nadu,Clothing,T-shirt,7,4079.68,4868.81,15,4138.49,411.67,28969.43,1.4210497065354755,6,2024
100120,2024-11-11,West,Rajasthan,Electronics,Mobile,4,4496.81,5046.76,5,4794.42,1190.44,19177.68,6.207424464273051,11,2024
100121,2023-02-17,Central,Chhattisgarh,Clothing,T-shirt,2,1392.33,1824.83,30,1277.38,-229.9,2554.76,-8.998888349590569,2,2023
100122,2023-02-21,West,Gujarat,Clothing,Jacket,6,697.96,1112.09,5,1056.49,2151.18,6338.9400000000005,33.935957746878806,2,2023
100123,2024-02-19,East,West Bengal,Furniture,Chair,6,4464.59,4920.58,0,4920.58,2735.94,29523.48,9.266996980030811,2,2024
100124,2024-07-20,Central,Madhya Pradesh,Office Supplies,Pen,4,3015.76,4060.6,5,3857.57,3367.24,15430.28,21.82228708746698,7,2024
100125,2024-01-31,North,Punjab,Electronics,Mobile,4,3091.22,4518.95,10,4067.06,3903.36,16268.24,23.99374486729972,1,2024
100126,2023-10-09,Central,Chhattisgarh,Office Supplies,Pen,4,3657.35,5252.07,10,4726.86,4278.04,18907.44,22.626225443529112,10,2023
100127,2023-08-24,West,Maharashtra,Furniture,Sofa,6,4332.4,5229.54,5,4968.06,3813.96,29808.36,12.794934038638825,8,2023
100128,2024-05-13,East,Odisha,Office Supplies,Printer,5,1699.78,2447.72,5,2325.33,3127.75,11626.65,26.90155805842612,5,2024
100129,2023-03-05,North,Punjab,Home Appliances,Fan,2,4372.46,5666.27,15,4816.33,887.74,9632.66,9.215938276654631,3,2023
100130,2023-06-18,South,Tamil Nadu,Clothing,T-shirt,5,4714.99,5716.8,0,5716.8,5009.05,28584.0,17.52396445563952,6,2023
100131,2023-01-31,South,Tamil Nadu,Office Supplies,Printer,8,2252.69,2923.06,0,2923.06,5362.96,23384.48,22.93384330119806,1,2023
100132,2024-02-18,North,Haryana,Furniture,Table,1,816.93,910.34,15,773.79,-43.14,773.79,-5.575156050091111,2,2024
100133,2024-10-22,South,Tamil Nadu,Office Supplies,Printer,1,1910.41,2504.31,0,2504.31,593.9,2504.31,23.71511514149606,10,2024
100134,2023-03-16,South,Kerala,Home Appliances,Fan,8,3649.89,5299.09,10,4769.18,8954.32,38153.44,23.469233704745886,3,2023
100135,2023-11-06,Central,Madhya Pradesh,Furniture,Sofa,4,3331.74,4252.83,10,3827.55,1983.24,15310.2,12.953717129756631,11,2023
100136,2024-02-01,East,Odisha,Electronics,Mobile,7,4592.96,7256.33,0,7256.33,18643.59,50794.31,36.70409146221299,2,2024
100137,2023-12-09,Central,Madhya Pradesh,Office Supplies,Notebook,5,2721.39,4004.34,20,3203.47,2410.4,16017.349999999999,15.048681585905285,12,2023
100138,2024-12-01,East,Odisha,Electronics,Headphones,6,1168.78,1736.55,5,1649.72,2885.64,9898.32,29.15282593409791,12,2024
100139,2023-02-08,West,Maharashtra,Furniture,Chair,2,809.52,1099.83,0,1099.83,580.62,2199.66,26.395897547802843,2,2023
100140,2024-07-08,West,Gujarat,Furniture,Table,2,4703.74,6914.15,30,4839.91,272.34,9679.82,2.813482068881446,7,2024
100141,2023-12-18,South,Kerala,Home Appliances,Mixer,6,2627.26,3731.28,0,3731.28,6624.12,22387.68,29.58823781651337,12,2023
100142,2024-07-13,North,Delhi,Clothing,Jeans,8,626.4,728.97,5,692.52,528.96,5540.16,9.547738693467338,7,2024
100143,2024-10-08,South,Kerala,Office Supplies,Pen,5,1393.15,1874.83,15,1593.61,1002.3,7968.049999999999,12.578987330651792,10,2024
100144,2023-04-19,North,Delhi,Home Appliances,Mixer,8,4991.86,5627.55,15,4783.42,-1667.52,38267.36,-4.35755170986449,4,2023
100145,2024-08-13,Central,Chhattisgarh,Clothing,T-shirt,1,3884.73,4972.66,5,4724.03,839.3,4724.03,17.76661028824965,8,2024
100146,2024-11-01,North,Punjab,Office Supplies,Printer,4,3698.19,4183.05,10,3764.74,266.2,15058.96,1.7677183550524074,11,2024
100147,2024-04-04,North,Punjab,Furniture,Chair,7,2737.27,3167.74,30,2217.42,-3638.95,15521.94,-23.443912294468344,4,2024
100148,2024-01-04,North,Haryana,Clothing,Jeans,6,492.16,672.06,5,638.46,877.8,3830.76,22.914513047019387,1,2024
100149,2024-03-16,West,Rajasthan,Clothing,Jacket,5,1292.97,2053.92,0,2053.92,3804.75,10269.6,37.048667913063795,3,2024
100150,2023-04-22,South,Karnataka,Office Supplies,Notebook,6,2478.5,3390.24,0,3390.24,5470.44,20341.44,26.893081315777057,4,2023
100151,2023-08-20,Central,Chhattisgarh,Furniture,Chair,6,4187.45,5590.93,0,5590.93,8420.88,33545.58,25.10280042855124,8,2023
100152,2024-06-12,Central,Chhattisgarh,Clothing,T-shirt,2,4495.17,6004.23,5,5704.02,2417.7,11408.04,21.19294813131791,6,2024
100153,2024-01-07,North,Punjab,Home Appliances,Mixer,8,2540.41,3892.99,20,3114.39,4591.84,24915.12,18.429933309572665,1,2024
100154,2024-08-08,West,Rajasthan,Clothing,T-shirt,2,2994.18,3481.2,15,2959.02,-70.32,5918.04,-1.1882312387209277,8,2024
100155,2024-02-05,West,Rajasthan,Home Appliances,Fan,2,4643.06,6816.19,30,4771.33,256.54,9542.66,2.6883489509214415,2,2024
100156,2023-02-28,West,Gujarat,Furniture,Table,2,3544.41,3964.49,20,3171.59,-745.64,6343.18,-11.754987246144676,2,2023
100157,2024-08-23,East,Odisha,Home Appliances,Fan,3,972.82,1480.03,15,1258.03,855.63,3774.09,22.671160465171734,8,2024
100158,2023-12-28,West,Maharashtra,Home Appliances,Fan,8,2046.7,2356.88,30,1649.82,-3175.04,13198.56,-24.05595761961911,12,2023
100159,2023-12-21,East,West Bengal,Electronics,Mobile,2,1882.22,2566.25,30,1796.37,-171.7,3592.74,-4.779082260336122,12,2023
100160,2023-09-22,East,Odisha,Office Supplies,Pen,3,4989.77,6141.07,10,5526.96,1611.57,16580.88,9.719447942449374,9,2023
100161,2024-01-11,East,Odisha,Clothing,Jacket,2,430.1,645.15,15,548.38,236.56,1096.76,21.568985010394254,1,2024
100162,2023-06-18,Central,Chhattisgarh,Electronics,Headphones,4,2535.99,2955.21,15,2511.93,-96.24,10047.72,-0.9578292388721023,6,2023
100163,2023-11-04,West,Maharashtra,Furniture,Chair,6,3351.52,4930.66,5,4684.13,7995.66,28104.78,28.449466603189922,11,2023
100164,2024-06-28,South,Kerala,Electronics,Headphones,5,3252.52,3725.69,0,3725.69,2365.85,18628.45,12.700197815706622,6,2024
100165,2023-12-06,North,Punjab,Clothing,T-shirt,4,4396.33,5546.17,15,4714.24,1271.64,18856.96,6.743610847135488,12,2023
100166,2023-08-15,South,Tamil Nadu,Furniture,Chair,2,3163.89,3897.18,15,3312.6,297.42,6625.2,4.4892229668538315,8,2023
100167,2023-10-09,South,Tamil Nadu,Electronics,Mobile,4,1503.32,1992.02,20,1593.62,361.2,6374.48,5.666344548888694,10,2023
100168,2024-03-09,East,Bihar,Office Supplies,Pen,4,2585.93,3282.72,20,2626.18,161.0,10504.72,1.532644373196049,3,2024
100169,2023-03-06,North,Delhi,Office Supplies,Pen,4,4334.77,5592.54,5,5312.91,3912.56,21251.64,18.410626191672737,3,2023
100170,2023-02-23,South,Tamil Nadu,Furniture,Chair,1,554.15,743.95,30,520.76,-33.39,520.76,-6.411782779015287,2,2023
100171,2024-07-03,West,Maharashtra,Electronics,Laptop,7,1098.3,1515.26,10,1363.73,1858.01,9546.11,19.463530170928262,7,2024
100172,2023-06-06,North,Haryana,Office Supplies,Printer,7,3613.98,5667.63,10,5100.87,10408.23,35706.09,29.149733280793278,6,2023
100173,2024-11-25,North,Haryana,Electronics,Mobile,8,1381.39,1747.1,20,1397.68,130.32,11181.44,1.165502833266556,11,2024
100174,2024-07-04,South,Kerala,Electronics,Headphones,8,1833.42,2703.63,30,1892.54,472.96,15140.32,3.1238441459625688,7,2024
100175,2023-07-02,West,Rajasthan,Office Supplies,Pen,3,2568.36,3679.38,30,2575.57,21.63,7726.710000000001,0.2799380331344129,7,2023
100176,2024-04-12,Central,Madhya Pradesh,Electronics,Laptop,6,1584.81,1962.97,10,1766.67,1091.16,10600.02,10.29394284161728,4,2024
100177,2023-10-19,West,Rajasthan,Home Appliances,Mixer,3,2418.32,2664.42,0,2664.42,738.3,7993.26,9.236531778022984,10,2023
100178,2023-11-20,East,West Bengal,Home Appliances,Mixer,3,2343.48,2725.53,20,2180.42,-489.18,6541.26,-7.478375725777603,11,2023
100179,2024-04-11,North,Punjab,Furniture,Sofa,6,671.0,959.21,20,767.37,578.22,4604.22,12.558478960605704,4,2024
100180,2023-05-28,South,Kerala,Electronics,Headphones,8,1494.18,1951.38,0,1951.38,3657.6,15611.04,23.42957291762752,5,2023
100181,2024-01-06,West,Gujarat,Electronics,Mobile,4,2028.0,2438.86,10,2194.97,667.88,8779.88,7.606937680241645,1,2024
100182,2023-07-26,East,Bihar,Office Supplies,Printer,1,1907.83,2405.74,5,2285.45,377.62,2285.45,16.522785447067317,7,2023
100183,2024-12-01,Central,Madhya Pradesh,Electronics,Mobile,8,4443.22,5099.36,20,4079.49,-2909.84,32635.92,-8.91606548857823,12,2024
100184,2023-09-03,West,Maharashtra,Home Appliances,Fan,1,1436.1,1929.84,5,1833.35,397.25,1833.35,21.66798483650149,9,2023
100185,2023-01-21,North,Punjab,Office Supplies,Printer,5,2408.15,2719.52,0,2719.52,1556.85,13597.6,11.449446961228452,1,2023
100186,2023-04-11,West,Rajasthan,Furniture,Chair,7,2274.92,3570.08,0,3570.08,9066.12,24990.559999999998,36.278178640254566,4,2023
100187,2024-06-06,East,Bihar,Electronics,Laptop,7,2634.17,3600.42,20,2880.34,1723.19,20162.38,8.54656047549942,6,2024
100188,2024-01-14,East,Odisha,Furniture,Chair,4,1003.46,1556.8,0,1556.8,2213.36,6227.2,35.5434224049332,1,2024
100189,2024-05-18,Central,Chhattisgarh,Home Appliances,Fan,5,4126.61,5985.37,10,5386.83,6301.1,26934.15,23.394463905488013,5,2024
100190,2023-05-09,East,Bihar,Furniture,Chair,2,3547.32,5476.54,15,4655.06,2215.48,9310.12,23.796470937001885,5,2023
100191,2023-04-25,West,Gujarat,Furniture,Chair,7,660.63,860.66,10,774.59,797.72,5422.13,14.712299410010457,4,2023
100192,2023-07-13,Central,Chhattisgarh,Clothing,Jacket,1,675.95,919.45,0,919.45,243.5,919.45,26.48322366632226,7,2023
100193,2023-06-23,West,Gujarat,Furniture,Sofa,5,2005.16,3142.52,30,2199.76,973.0,10998.800000000001,8.846419609411935,6,2023
100194,2023-06-16,South,Kerala,Electronics,Headphones,5,3599.52,4450.53,5,4228.0,3142.4,21140.0,14.864711447492903,6,2023
